Duracao,HistoricoCredito,Proposito,Valor,Investimentos,Emprego,TempoParcelamento,EstadoCivil,FiadorTerceiros,ResidenciaDesde,Idade,OutrosFinanciamentos,Habitacao,EmprestimoExistente,Profissao,Dependentes,SocioEmpresa,Estrangeiro,Status
24,2,1,3660,2,3.0,2,1,3,4.0,28,3,1.0,1,4,1,0,0,1
18,5,3,1553,2,3.0,4,4,3,3.0,44,1,1.0,1,4,1,0,0,0
15,2,1,1444,1,1.0,4,4,3,1.0,23,3,1.0,1,4,1,0,0,1
9,2,3,1980,2,1.0,2,1,2,2.0,19,3,3.0,2,4,1,0,0,0
24,2,4,1355,2,1.0,3,1,3,4.0,25,3,1.0,1,3,1,1,0,0
12,2,2,1393,2,2.0,4,4,3,4.0,47,1,1.0,3,4,2,1,0,1
24,2,1,1376,3,4.0,4,1,3,1.0,28,3,1.0,1,4,1,0,0,1
60,3,1,15653,2,4.0,2,4,3,4.0,21,3,1.0,2,4,1,1,0,1
12,2,1,1493,2,1.0,4,1,3,3.0,34,3,1.0,1,4,2,0,0,1
42,3,1,4370,2,4.0,3,4,3,2.0,26,1,1.0,2,4,2,1,0,0
18,2,2,750,2,5.0,4,1,3,1.0,27,3,1.0,1,2,1,0,0,0
15,2,8,1308,2,2.0,4,4,3,4.0,38,3,1.0,2,3,1,0,0,1
15,2,2,4623,5,3.0,3,4,3,2.0,40,3,1.0,1,1,1,1,0,0
24,1,1,1851,2,4.0,4,3,4,2.0,33,3,1.0,2,4,1,1,0,1
18,1,1,1880,2,4.0,4,3,3,1.0,32,3,1.0,2,1,1,1,0,1
36,3,6,7980,1,1.0,4,4,3,4.0,27,3,3.0,2,4,1,1,0,0
30,4,3,4583,2,3.0,2,2,4,2.0,32,3,1.0,2,4,1,0,0,1
12,2,4,1386,3,3.0,2,1,3,2.0,26,3,1.0,1,4,1,0,0,0
24,2,4,947,2,4.0,4,4,3,3.0,38,1,2.0,1,4,2,0,0,0
48,2,2,7476,2,4.0,4,4,3,1.0,50,3,2.0,1,1,1,1,0,1
12,2,3,1922,2,3.0,4,4,3,2.0,37,3,1.0,1,3,1,0,0,0
24,2,4,2303,2,2.0,4,4,2,1.0,45,3,1.0,1,4,1,0,0,0
36,3,4,8086,5,2.0,2,4,3,4.0,42,3,1.0,4,1,1,1,0,0
24,1,5,2346,2,4.0,4,4,3,3.0,35,3,1.0,2,4,1,1,0,1
14,2,4,3973,2,5.0,1,4,3,4.0,22,3,2.0,1,4,1,0,0,1
12,2,4,888,2,2.0,4,4,3,4.0,41,1,1.0,1,3,2,0,0,0
48,2,1,10222,1,4.0,4,4,3,3.0,37,2,1.0,1,4,1,1,0,1
30,4,6,4221,2,3.0,2,1,3,1.0,28,3,1.0,2,4,1,0,0,1
18,1,3,6361,2,2.0,2,4,3,1.0,41,3,1.0,1,4,1,1,0,1
12,2,1,1297,2,3.0,3,3,3,4.0,23,3,3.0,1,4,1,0,0,1
12,2,4,900,1,3.0,4,3,3,2.0,23,3,1.0,1,4,1,0,0,0
21,2,3,2241,2,2.0,4,4,3,2.0,50,3,1.0,2,4,1,0,0,1
6,3,3,1050,2,5.0,4,4,3,1.0,35,2,1.0,2,1,1,1,0,1
6,1,2,1047,2,3.0,2,1,3,4.0,50,3,1.0,1,3,1,0,0,1
24,1,9,6314,2,5.0,4,4,2,2.0,27,1,1.0,2,1,1,1,0,1
30,5,3,3496,4,3.0,4,4,3,2.0,34,2,1.0,1,4,2,1,0,1
48,5,6,3609,2,3.0,1,1,3,1.0,27,2,1.0,1,4,1,0,0,1
12,1,4,4843,2,2.0,3,4,2,4.0,43,3,3.0,2,4,1,1,0,0
30,1,1,3017,2,2.0,4,4,3,4.0,47,3,1.0,1,4,1,0,0,1
24,1,6,4139,5,3.0,3,4,3,3.0,27,3,1.0,2,3,1,1,0,1
36,2,6,5742,5,4.0,2,4,3,2.0,31,3,1.0,2,4,1,1,0,1
60,2,4,10366,2,2.0,2,4,3,4.0,42,3,1.0,1,1,1,1,0,1
6,1,4,2080,3,3.0,1,3,3,2.0,24,3,1.0,1,4,1,0,0,1
21,3,6,2580,3,1.0,4,4,3,2.0,41,1,1.0,1,3,2,0,0,0
24,1,3,5150,2,2.0,4,4,3,4.0,33,3,1.0,1,4,1,1,0,1
72,2,1,5595,5,3.0,2,3,3,2.0,24,3,1.0,1,4,1,0,0,0
24,2,1,2384,2,2.0,4,4,3,4.0,64,1,3.0,1,3,1,0,0,1
18,2,1,1453,2,1.0,3,1,3,1.0,26,3,1.0,1,4,1,0,0,1
6,2,2,1538,2,1.0,1,1,3,2.0,56,3,1.0,1,4,1,0,0,1
12,2,1,2279,1,3.0,4,4,3,4.0,37,3,2.0,1,4,1,1,0,1
15,3,1,1478,2,3.0,4,3,3,3.0,33,1,1.0,2,4,1,0,0,1
24,1,1,5103,2,1.0,3,3,3,3.0,47,3,2.0,3,4,1,1,0,1
36,3,6,9857,5,4.0,1,4,3,3.0,31,3,1.0,2,3,2,1,0,1
60,2,4,6527,1,3.0,4,4,3,4.0,34,3,2.0,1,4,2,1,0,1
10,1,1,1347,1,4.0,4,4,3,2.0,27,3,1.0,2,4,1,1,0,1
36,3,4,2862,5,2.0,4,4,3,3.0,30,3,2.0,1,4,1,0,0,1
9,2,1,2753,5,2.0,3,4,2,4.0,35,3,1.0,1,4,1,1,0,1
12,2,4,3651,4,3.0,1,4,3,3.0,31,3,1.0,1,4,2,0,0,1
15,1,3,975,2,3.0,2,2,3,3.0,25,3,1.0,2,4,1,0,0,1
15,2,8,2631,5,3.0,3,1,3,2.0,25,3,1.0,1,3,1,0,0,1
24,2,1,2896,5,1.0,2,4,3,1.0,29,3,1.0,1,4,1,0,0,1
6,1,4,4716,1,1.0,1,4,3,3.0,44,3,1.0,2,3,2,0,0,1
24,2,1,2284,2,4.0,4,4,3,2.0,28,3,1.0,1,4,1,1,0,1
6,2,5,1236,3,3.0,2,4,3,4.0,50,3,3.0,1,4,1,0,0,1
12,2,1,1103,2,4.0,4,4,4,3.0,29,3,1.0,2,4,1,0,1,1
12,1,4,926,2,5.0,1,1,3,2.0,38,3,1.0,1,2,1,0,0,1
18,1,1,1800,2,3.0,4,4,3,2.0,24,3,1.0,2,4,1,0,0,1
15,2,2,1905,2,2.0,4,4,3,4.0,40,3,3.0,1,1,1,1,0,1
30,0,1,4530,2,4.0,4,1,3,4.0,26,3,3.0,1,1,1,1,0,1
12,2,3,1123,3,3.0,4,1,3,4.0,29,3,3.0,1,3,1,0,0,0
48,1,5,6331,2,2.0,4,4,3,4.0,46,3,2.0,2,4,1,1,0,0
24,2,1,1377,5,2.0,4,1,3,2.0,47,3,2.0,1,4,1,1,0,1
30,3,6,2503,5,2.0,4,4,3,2.0,41,2,1.0,2,4,1,0,0,1
27,2,6,2528,2,1.0,4,1,3,1.0,32,3,1.0,1,4,2,1,0,1
15,2,4,5324,3,2.0,1,1,3,4.0,35,3,2.0,1,4,1,0,0,1
48,2,4,6560,5,4.0,3,4,3,2.0,24,3,1.0,1,4,1,0,0,0
12,4,3,2969,2,1.0,4,1,3,3.0,25,3,3.0,2,4,1,0,0,0
9,2,1,1206,2,2.0,4,1,3,4.0,25,3,1.0,1,4,1,0,0,1
9,2,1,2118,2,3.0,2,4,3,2.0,37,3,1.0,1,3,2,0,0,1
18,1,1,629,3,2.0,4,4,3,3.0,32,1,1.0,2,1,1,1,0,1
6,5,2,1198,2,2.0,4,1,3,4.0,35,3,2.0,1,4,1,0,0,0
21,2,5,2476,1,2.0,4,4,3,4.0,46,3,1.0,1,1,1,1,0,1
9,1,1,1138,2,3.0,4,4,3,4.0,25,3,1.0,2,3,1,0,0,1
60,2,4,14027,2,4.0,4,4,3,2.0,27,3,1.0,1,1,1,1,0,0
30,1,5,7596,1,2.0,1,4,3,4.0,63,3,1.0,2,4,1,0,0,1
30,1,1,3077,1,2.0,3,4,3,2.0,40,3,1.0,2,4,2,1,0,1
18,2,1,1505,2,3.0,4,4,3,2.0,32,3,2.0,1,1,1,1,0,1
24,1,1,3148,1,3.0,3,4,3,2.0,31,3,1.0,2,4,1,1,0,1
20,4,5,6148,5,2.0,3,3,3,4.0,31,1,1.0,2,4,1,1,0,1
9,4,1,1337,2,1.0,4,4,3,2.0,34,3,1.0,2,1,1,1,0,0
6,5,2,433,4,1.0,4,1,3,2.0,24,1,3.0,1,4,2,0,0,0
12,2,4,1228,2,3.0,4,1,3,2.0,24,3,1.0,1,3,1,0,0,0
9,2,1,790,3,3.0,4,1,3,3.0,66,3,1.0,1,3,1,0,0,1
27,2,4,2570,2,3.0,3,1,3,3.0,21,3,3.0,1,4,1,0,0,0
6,1,4,250,4,3.0,2,1,3,2.0,41,1,1.0,2,3,1,0,0,1
15,1,1,1316,3,3.0,2,3,3,2.0,47,3,1.0,2,3,1,0,0,1
18,2,1,1882,2,3.0,4,1,3,4.0,25,1,3.0,2,4,1,0,0,0
48,5,6,6416,2,2.0,4,1,3,3.0,59,3,3.0,1,4,1,0,0,0
24,1,6,1275,4,3.0,2,2,3,4.0,36,3,1.0,2,4,1,1,0,1
24,3,1,6403,2,1.0,1,4,3,2.0,33,3,1.0,1,4,1,0,0,1
24,2,1,1987,2,3.0,2,4,3,4.0,21,3,3.0,1,3,2,0,0,0
8,2,1,760,2,4.0,4,1,4,2.0,44,3,1.0,1,3,1,0,0,1
24,2,5,2603,4,3.0,2,1,3,4.0,28,3,3.0,1,4,1,1,0,1
4,1,4,3380,2,4.0,1,1,3,1.0,37,3,1.0,1,4,2,0,0,1
36,5,7,3990,1,1.0,3,1,3,2.0,29,1,1.0,1,2,1,0,0,1
24,2,5,11560,2,3.0,1,1,3,4.0,23,3,3.0,2,1,1,0,0,0
18,2,4,4380,5,3.0,3,4,3,4.0,35,3,1.0,1,3,2,1,0,1
6,1,4,6761,2,4.0,1,4,3,3.0,45,3,1.0,2,1,2,1,0,1
30,4,6,4280,5,3.0,4,1,3,4.0,26,3,3.0,2,3,1,0,0,0
24,5,4,2325,5,4.0,2,4,3,3.0,32,1,1.0,1,4,1,0,0,1
10,5,1,1048,2,3.0,4,4,3,4.0,23,2,1.0,1,3,1,0,0,1
21,2,1,3160,1,2.0,4,4,3,3.0,41,3,1.0,1,4,1,1,0,1
24,5,3,2483,3,3.0,4,4,3,4.0,22,2,1.0,1,4,1,1,0,1
13,1,6,1797,2,1.0,3,4,3,1.0,28,1,1.0,2,3,1,0,0,1
15,2,4,2511,2,5.0,1,1,3,4.0,23,3,3.0,1,4,1,0,0,1
12,2,4,1274,2,1.0,3,1,3,1.0,37,3,1.0,1,3,1,0,0,0
21,2,5,5248,1,3.0,1,4,3,3.0,26,3,1.0,1,4,1,0,0,1
6,2,3,428,2,2.0,2,1,3,1.0,49,1,1.0,1,4,1,1,0,1
18,2,4,976,2,1.0,1,1,3,2.0,23,3,1.0,1,3,1,0,0,0
12,2,6,841,5,4.0,2,1,3,4.0,23,3,3.0,1,3,1,0,0,1
30,1,1,5771,2,4.0,4,1,3,2.0,25,3,1.0,2,4,1,0,0,1
12,3,8,1555,4,2.0,4,4,3,4.0,55,3,2.0,2,4,2,0,0,0
24,2,4,1285,1,4.0,4,1,3,4.0,32,3,3.0,1,4,1,0,0,0
6,1,4,1299,2,3.0,1,4,3,1.0,74,3,1.0,3,2,2,0,1,1
15,1,1,1271,1,3.0,3,4,3,4.0,39,3,2.0,2,4,1,1,0,0
24,2,4,1393,2,3.0,2,4,4,2.0,31,3,1.0,1,4,1,1,0,1
12,1,4,691,2,2.0,4,4,3,3.0,35,3,1.0,2,4,1,0,0,0
15,1,4,5045,1,2.0,1,1,3,4.0,59,3,1.0,1,4,1,1,0,1
18,1,3,2124,2,3.0,4,1,3,4.0,24,3,3.0,2,4,1,0,0,0
12,2,1,2214,2,3.0,4,4,3,3.0,24,3,1.0,1,3,1,0,0,1
21,1,4,12680,1,2.0,4,4,3,4.0,30,3,2.0,1,1,1,1,0,0
24,1,4,2463,5,4.0,4,3,3,3.0,27,3,1.0,2,4,1,1,0,1
12,2,1,1155,2,2.0,3,3,4,3.0,40,1,1.0,2,3,1,0,0,1
30,2,3,3108,2,1.0,2,2,3,4.0,31,3,1.0,1,3,1,0,0,0
10,2,5,2901,1,1.0,1,1,3,4.0,31,3,3.0,1,4,1,0,0,1
12,1,3,3617,2,2.0,1,4,3,4.0,28,3,3.0,3,4,1,1,0,1
12,1,1,1655,2,2.0,2,4,3,4.0,63,3,1.0,2,3,1,1,0,1
24,2,5,2812,1,2.0,2,1,3,4.0,26,3,3.0,1,4,1,0,0,1
36,1,2,8065,2,3.0,3,1,3,2.0,25,3,1.0,2,1,1,1,0,0
21,1,5,3275,2,2.0,1,4,3,4.0,36,3,1.0,1,1,1,1,0,1
24,1,1,2223,5,2.0,4,4,3,4.0,52,1,1.0,2,4,1,0,0,1
12,1,4,1480,3,5.0,2,4,3,4.0,66,1,2.0,3,2,1,0,0,1
24,2,4,1371,1,3.0,4,1,3,4.0,25,3,3.0,1,4,1,0,0,0
36,1,4,3535,2,4.0,4,4,3,4.0,37,3,1.0,2,4,1,1,0,1
18,2,1,3509,2,4.0,4,1,4,1.0,25,3,1.0,1,4,1,0,0,1
36,1,5,5711,4,2.0,4,4,3,2.0,38,3,1.0,2,1,1,1,0,1
18,2,8,3872,2,5.0,2,1,3,4.0,67,3,1.0,1,4,1,1,0,1
39,1,1,4933,2,4.0,2,4,4,2.0,25,3,1.0,2,4,1,0,0,0
24,1,4,1940,4,2.0,4,4,3,4.0,60,3,1.0,1,4,1,1,0,1
12,4,10,1410,2,3.0,2,4,3,2.0,31,3,1.0,1,3,1,1,0,1
12,2,4,836,5,1.0,4,1,3,2.0,23,1,1.0,1,3,1,0,0,0
20,2,5,6468,1,5.0,1,2,3,4.0,60,3,1.0,1,1,1,1,0,1
18,2,6,1941,4,3.0,4,4,3,2.0,35,3,1.0,1,3,1,1,0,1
22,2,1,2675,3,2.0,3,4,3,4.0,40,3,1.0,1,4,1,0,0,1
48,1,5,2751,1,2.0,4,4,3,3.0,38,3,1.0,2,4,2,1,0,1
48,3,2,6224,2,2.0,4,4,3,4.0,50,3,2.0,1,4,1,0,0,0
40,1,2,5998,2,3.0,4,4,3,3.0,27,1,1.0,1,4,1,1,0,0
21,2,6,1188,2,2.0,2,1,3,4.0,39,3,1.0,1,4,2,0,0,0
24,2,5,6313,1,2.0,3,4,3,4.0,41,3,1.0,1,1,2,1,0,1
6,1,3,1221,1,3.0,1,3,3,2.0,27,3,1.0,2,4,1,0,0,1
24,2,3,2892,2,2.0,3,2,3,4.0,51,3,2.0,1,4,1,0,0,1
24,2,3,3062,3,2.0,4,4,3,3.0,32,3,3.0,1,4,1,1,0,1
9,2,3,2301,5,1.0,2,1,3,4.0,22,3,3.0,1,4,1,0,0,1
18,2,5,7511,1,2.0,1,4,3,4.0,51,3,2.0,1,4,2,1,0,0
12,1,3,1258,2,1.0,2,1,3,4.0,22,3,3.0,2,3,1,0,0,1
9,2,4,1549,1,1.0,4,4,3,2.0,35,3,1.0,1,2,1,0,0,1
24,1,2,1597,2,2.0,4,4,3,4.0,54,3,2.0,2,4,2,0,0,1
18,1,1,1795,2,2.0,3,1,4,4.0,48,1,3.0,2,3,1,1,0,1
20,1,3,4272,2,2.0,1,1,3,4.0,24,3,1.0,2,4,1,0,0,1
12,1,1,976,1,2.0,4,4,3,4.0,35,3,1.0,2,4,1,0,0,1
12,2,4,7472,1,5.0,1,1,3,2.0,24,3,3.0,1,2,1,0,0,1
36,2,4,9271,2,4.0,2,4,3,1.0,24,3,1.0,1,4,1,1,0,0
6,2,1,590,2,1.0,3,3,3,3.0,26,3,1.0,1,3,1,0,1,1
12,1,1,930,1,2.0,4,4,3,4.0,65,3,1.0,4,4,1,0,0,1
42,5,5,9283,2,5.0,1,4,3,2.0,55,1,2.0,1,1,1,1,0,1
15,4,4,1778,2,1.0,2,1,3,1.0,26,3,3.0,2,2,1,0,0,0
8,2,6,907,2,1.0,3,3,3,2.0,26,3,1.0,1,4,1,1,0,1
6,2,1,484,2,4.0,3,3,4,3.0,28,1,1.0,1,3,1,0,0,1
36,1,5,9629,2,4.0,4,4,3,4.0,24,3,1.0,2,4,1,1,0,0
48,2,7,3051,2,3.0,3,4,3,4.0,54,3,1.0,1,4,1,0,0,0
48,2,4,3931,2,4.0,4,4,3,4.0,46,3,2.0,1,4,2,0,0,0
36,3,4,7432,2,3.0,2,1,3,2.0,54,3,3.0,1,4,1,0,0,1
6,2,7,1338,3,3.0,1,2,3,4.0,62,3,1.0,1,4,1,0,0,1
6,1,1,1554,2,4.0,1,1,3,2.0,24,3,3.0,2,4,1,1,0,1
36,2,9,15857,2,5.0,2,2,2,3.0,43,3,1.0,1,1,1,0,0,1
18,2,1,1345,2,3.0,4,3,3,3.0,26,1,1.0,1,4,1,0,0,0
12,2,4,1101,2,3.0,3,3,3,2.0,27,3,1.0,2,4,1,1,0,1
12,2,1,3016,2,3.0,3,3,3,1.0,24,3,1.0,1,4,1,0,0,1
36,2,3,2712,2,2.0,2,4,3,2.0,41,1,1.0,1,4,2,0,0,0
8,1,4,731,2,2.0,4,4,3,4.0,47,3,1.0,2,3,1,0,0,1
18,1,3,3780,2,1.0,3,2,3,2.0,35,3,1.0,2,1,1,1,0,1
21,1,4,1602,2,2.0,4,3,3,3.0,30,3,1.0,2,4,1,1,0,1
18,1,4,3966,2,2.0,1,1,3,4.0,33,1,3.0,3,4,1,1,0,0
18,4,6,4165,2,3.0,2,4,3,2.0,36,2,1.0,2,4,2,0,0,0
36,2,5,8335,1,2.0,3,4,3,4.0,47,3,2.0,1,4,1,0,0,0
48,3,6,6681,1,3.0,4,4,3,4.0,38,3,2.0,1,4,2,1,0,1
24,3,6,2375,3,3.0,4,4,3,2.0,44,3,1.0,2,4,2,1,0,1
18,2,4,1216,2,1.0,4,1,3,3.0,23,3,3.0,1,4,1,1,0,0
45,4,6,11816,2,2.0,2,4,3,4.0,29,3,3.0,2,4,1,0,0,0
15,2,1,2327,2,1.0,2,1,3,3.0,25,3,1.0,1,3,1,0,0,0
12,4,4,1082,2,3.0,4,4,3,4.0,48,1,1.0,2,4,1,0,0,0
12,2,1,886,1,3.0,4,1,3,2.0,21,3,1.0,1,4,1,0,0,1
4,2,3,601,2,1.0,1,1,3,3.0,23,3,3.0,1,3,2,0,0,1
24,1,5,2957,2,2.0,4,4,3,4.0,63,3,1.0,2,4,1,1,0,1
24,1,1,2611,2,2.0,4,3,2,3.0,46,3,1.0,2,4,1,0,0,1
24,0,4,717,1,2.0,4,3,3,4.0,54,3,1.0,2,4,1,1,0,1
36,2,3,5179,2,4.0,4,4,3,2.0,29,3,1.0,1,4,1,0,0,0
21,3,5,2993,2,3.0,3,4,3,2.0,28,2,1.0,2,3,1,0,0,1
18,2,8,1943,2,1.0,4,1,3,4.0,23,3,1.0,1,4,1,0,0,0
18,2,3,3422,2,2.0,4,4,3,4.0,47,1,1.0,3,4,2,1,0,1
21,2,3,3976,1,4.0,2,4,3,3.0,35,3,1.0,1,4,1,1,0,1
18,2,4,6761,1,3.0,2,4,3,4.0,68,3,3.0,2,4,1,0,0,0
24,2,4,1249,2,1.0,4,3,3,2.0,28,3,1.0,1,4,1,0,0,1
9,2,1,1364,2,4.0,3,4,3,4.0,59,3,1.0,1,4,1,0,0,1
12,2,1,709,2,2.0,4,4,3,4.0,57,2,1.0,1,3,1,0,0,0
20,1,4,2235,2,3.0,4,3,4,2.0,33,1,3.0,2,4,1,0,1,0
24,1,5,4042,1,4.0,3,4,3,4.0,43,3,1.0,2,4,1,1,0,1
15,1,1,1471,2,3.0,4,4,3,4.0,35,3,2.0,2,4,1,1,0,1
18,5,4,1442,2,4.0,4,4,3,4.0,32,3,2.0,2,3,2,0,0,0
36,3,4,10875,2,2.0,2,4,3,2.0,45,3,1.0,2,4,2,1,0,1
24,2,4,1474,5,1.0,4,3,3,3.0,33,3,1.0,1,4,1,1,0,1
10,2,10,894,1,4.0,4,1,3,3.0,40,3,1.0,1,4,1,1,0,1
15,1,3,3343,2,3.0,4,4,3,2.0,28,3,2.0,1,4,1,1,0,1
15,2,4,3959,2,3.0,3,1,3,2.0,29,3,1.0,1,4,1,1,0,0
9,2,4,3577,5,3.0,1,4,4,2.0,26,3,3.0,1,4,2,0,1,1
24,1,5,5804,4,3.0,4,4,3,2.0,27,3,1.0,2,4,1,0,0,1
18,3,6,2169,2,3.0,4,3,3,2.0,28,3,1.0,1,4,1,1,0,0
24,2,1,2439,2,1.0,4,1,3,4.0,35,3,1.0,1,4,1,1,0,0
27,1,3,4526,4,1.0,4,4,3,2.0,32,2,1.0,2,3,2,1,0,1
10,2,3,2210,2,3.0,2,4,3,2.0,25,1,3.0,1,3,1,0,0,0
15,2,3,2221,3,3.0,2,1,3,4.0,20,3,3.0,1,4,1,0,0,1
18,2,1,2389,2,1.0,4,1,3,1.0,27,2,1.0,1,4,1,0,0,1
12,1,3,3331,2,2.0,2,4,3,4.0,42,2,1.0,1,4,1,0,0,1
36,2,6,7409,1,2.0,3,4,3,2.0,37,3,1.0,2,4,1,0,0,1
12,2,3,652,2,2.0,4,1,3,4.0,24,3,3.0,1,4,1,0,0,1
36,3,3,7678,3,4.0,2,1,3,4.0,40,3,1.0,2,4,1,1,0,1
6,1,4,1343,2,2.0,1,4,3,4.0,46,3,1.0,2,4,2,0,1,1
24,1,6,1382,5,4.0,4,4,3,1.0,26,3,1.0,2,4,1,1,0,1
15,2,7,874,1,1.0,4,1,3,1.0,24,3,1.0,1,4,1,0,0,1
12,2,3,3590,2,3.0,2,4,2,2.0,29,3,1.0,1,3,2,0,0,1
11,1,4,1322,4,3.0,4,1,3,4.0,40,3,1.0,2,4,1,0,0,1
18,5,1,1940,2,1.0,3,4,2,4.0,36,1,2.0,1,1,1,1,0,1
36,2,1,3595,2,2.0,4,4,3,2.0,28,3,1.0,1,4,1,0,0,1
9,2,4,1422,2,1.0,3,4,3,2.0,27,3,2.0,1,1,1,1,0,0
30,1,1,6742,1,4.0,2,4,3,3.0,36,3,1.0,2,4,1,0,0,1
24,2,5,7814,2,4.0,3,4,3,3.0,38,3,1.0,1,1,1,1,0,1
24,2,5,9277,1,3.0,2,2,3,4.0,48,3,2.0,1,4,1,1,0,1
30,1,4,2181,1,2.0,4,4,3,4.0,36,3,1.0,2,4,1,0,0,1
18,1,1,1098,2,5.0,4,1,3,4.0,65,3,1.0,2,2,1,0,0,1
24,2,3,4057,2,4.0,3,2,3,3.0,43,3,1.0,1,4,1,1,0,0
12,2,2,795,2,1.0,4,1,3,4.0,53,3,1.0,1,4,1,0,0,0
24,1,6,2825,1,4.0,4,4,3,3.0,34,3,1.0,2,4,2,1,0,1
48,2,6,15672,2,3.0,2,4,3,2.0,23,3,1.0,1,4,1,1,0,0
36,1,4,6614,2,2.0,4,4,3,4.0,34,3,1.0,2,1,1,1,0,1
28,5,5,7824,1,1.0,3,4,4,4.0,40,1,3.0,2,4,2,1,0,1
27,1,6,2442,2,2.0,4,4,3,4.0,43,2,1.0,4,1,2,1,0,1
15,1,1,1829,2,2.0,4,4,3,4.0,46,3,1.0,2,4,1,1,0,1
12,1,4,2171,2,3.0,4,4,3,4.0,38,1,1.0,2,3,1,0,1,1
36,1,5,5800,2,3.0,3,4,3,4.0,34,3,1.0,2,4,1,1,0,1
18,1,1,1169,1,3.0,4,4,3,3.0,29,3,1.0,2,4,1,1,0,1
21,2,1,2606,2,1.0,4,1,3,4.0,28,3,3.0,1,1,1,1,0,1
12,1,3,1592,4,4.0,3,1,3,2.0,35,3,1.0,1,4,1,0,1,1
15,2,3,2186,1,4.0,1,1,3,4.0,33,1,3.0,1,3,1,0,0,1
18,2,3,4153,2,3.0,2,4,2,3.0,42,3,1.0,1,4,1,0,0,0
16,1,4,2625,2,2.0,2,4,4,4.0,43,1,3.0,1,4,1,1,0,0
20,1,4,3485,1,1.0,2,2,3,4.0,44,3,1.0,2,4,1,1,0,1
36,1,5,10477,1,2.0,2,4,3,4.0,42,3,2.0,2,4,1,0,0,1
15,2,1,1386,1,3.0,4,3,3,2.0,40,3,3.0,1,4,1,1,0,1
24,2,1,1278,2,2.0,4,4,3,1.0,36,3,1.0,1,1,1,1,0,1
12,2,1,1107,2,3.0,2,4,3,2.0,20,3,3.0,1,1,2,1,0,1
21,2,4,3763,1,4.0,2,4,2,2.0,24,3,1.0,1,3,1,0,1,1
36,2,2,3711,1,3.0,2,3,3,2.0,27,3,1.0,1,4,1,0,0,1
15,3,5,3594,2,1.0,1,1,3,2.0,46,3,1.0,2,3,1,0,0,1
9,2,4,3195,1,3.0,1,1,3,2.0,33,3,1.0,1,3,1,0,0,1
24,0,6,1559,2,4.0,4,4,3,4.0,50,1,1.0,1,4,1,1,0,1
36,3,1,4454,2,3.0,4,1,3,4.0,34,3,1.0,2,4,1,0,0,1
24,1,3,4736,2,1.0,2,1,3,4.0,25,1,1.0,1,3,1,0,0,0
30,2,1,2991,1,2.0,2,1,3,4.0,25,3,1.0,1,4,1,0,0,1
11,2,6,2142,4,2.0,1,2,3,2.0,28,3,1.0,1,4,1,1,0,1
24,5,6,3161,2,3.0,4,4,3,2.0,31,3,3.0,1,4,1,1,0,0
48,4,9,18424,2,3.0,1,1,3,2.0,32,1,1.0,1,1,1,1,1,0
10,2,5,2848,5,3.0,1,4,2,2.0,32,3,1.0,1,4,2,0,0,1
6,2,4,14896,2,2.0,1,4,3,4.0,68,1,1.0,1,1,1,1,0,0
24,2,3,2359,5,5.0,1,2,3,1.0,33,3,1.0,1,4,1,0,0,0
24,2,3,3345,2,2.0,4,4,3,2.0,39,3,3.0,1,1,1,1,0,0
18,1,3,1817,2,3.0,4,1,3,2.0,28,3,1.0,2,4,1,0,0,1
48,3,1,12749,3,4.0,4,4,3,1.0,37,3,1.0,1,1,1,1,0,1
9,2,1,1366,2,1.0,3,1,3,4.0,22,3,3.0,1,4,1,0,0,0
12,2,4,2002,2,4.0,3,4,3,4.0,30,3,3.0,1,4,2,1,0,1
24,5,3,6872,2,1.0,2,2,3,1.0,55,1,1.0,1,4,1,1,0,0
12,5,4,697,2,1.0,4,4,3,2.0,46,1,1.0,2,4,1,1,0,0
18,1,3,1049,2,1.0,4,1,3,4.0,21,3,3.0,1,4,1,0,0,1
48,2,5,10297,2,4.0,4,4,3,4.0,39,2,2.0,3,4,2,1,0,0
30,2,1,1867,1,2.0,4,4,3,4.0,58,3,1.0,1,4,1,1,0,1
12,3,4,1344,2,3.0,4,4,3,2.0,43,3,1.0,2,3,2,0,0,1
24,2,3,1747,2,1.0,4,4,2,1.0,24,3,1.0,1,3,1,0,1,1
9,2,1,1670,2,1.0,4,1,3,2.0,22,3,1.0,1,4,1,1,0,0
9,1,4,1224,2,3.0,3,4,3,1.0,30,3,1.0,2,4,1,0,0,1
12,1,1,522,3,2.0,4,4,3,4.0,42,3,1.0,2,4,2,1,0,1
12,2,1,1498,2,3.0,4,1,3,1.0,23,1,1.0,1,4,1,0,0,1
30,3,1,1919,5,1.0,4,4,3,3.0,30,2,1.0,2,1,1,0,0,0
9,2,1,745,2,3.0,3,1,3,2.0,28,3,1.0,1,3,1,0,0,0
6,2,1,2063,2,1.0,4,3,3,3.0,30,3,3.0,1,1,1,1,0,1
60,2,2,6288,2,3.0,4,4,3,4.0,42,3,2.0,1,4,1,0,0,0
24,1,5,6842,1,3.0,2,4,3,4.0,46,3,1.0,2,1,2,1,0,1
12,2,4,3527,1,1.0,2,4,3,3.0,45,3,1.0,1,1,2,1,0,1
10,2,4,1546,2,3.0,3,4,3,2.0,31,3,1.0,1,3,2,0,1,1
24,2,3,929,1,4.0,4,4,3,2.0,31,2,1.0,1,4,1,1,0,1
